N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,OM,Fertility
220.0,7.0,781.0,7.5,0.54,0.76,1.5,0.32,0.77,0.18,8.14,0.25464221837358075,1.3072,0.0
213.0,12.5,549.0,7.8,-2.3025850929940455,0.51,4.7,0.34,1.22,0.21,1.82,0.84,0.8772,1.0
370.0,6.6,591.0,7.3,0.38,0.65,0.64,0.36,0.77,0.18,2.11,0.16551443847757333,1.118,1.0
383.0,14.0,718.0,7.8,0.41,0.62,7.1,0.37,0.66,0.22,2.31,0.2700271372130602,1.0664,2.0
351.0,8.6,771.0,7.9,0.45,0.59,4.9,0.38,0.74,0.22,3.13,0.65,1.0148,1.0
377.0,11.2,623.0,7.8,0.64,0.54,3.8,0.37,0.88,0.31,1.13,0.85,0.9288,2.0
364.0,11.4,602.0,7.3,0.33,0.7,1.2,0.34,0.88,0.26,13.71,0.412109650826833,1.204,2.0
333.0,12.3,686.0,7.4,0.57,0.41,6.4,0.34,1.29,0.27,0.84,0.23901690047049992,0.7052,1.0
301.0,6.8,539.0,7.5,0.3,0.57,4.7,0.4,1.13,0.3,8.14,0.8,0.9804,1.0
201.0,8.3,591.0,7.6,0.68,0.57,5.9,0.42,0.81,0.37,7.35,0.71,0.9804,0.0
358.0,10.7,665.0,7.3,0.62,0.62,4.1,0.44,0.67,0.27,10.61,0.3987761199573678,1.0664,2.0
345.0,8.1,634.0,7.1,0.56,0.59,7.2,0.33,0.47,0.41,2.29,0.65,1.0148,1.0
370.0,7.2,581.0,7.3,0.34,0.49,5.5,0.36,1.33,0.31,8.23,0.71,0.8428,1.0
257.0,4.4,507.0,7.1,0.75,0.68,6.5,0.4,0.97,0.24,2.75,0.37843643572024505,1.1696,0.0
339.0,8.3,549.0,7.5,0.31,0.65,8.4,0.44,0.44,0.31,3.17,0.23901690047049992,1.118,1.0
377.0,7.9,602.0,7.8,0.55,0.86,6.3,0.42,0.69,0.83,7.6,0.6097655716208943,1.4792,1.0
351.0,9.6,623.0,7.9,0.43,0.57,5.9,0.37,1.28,0.41,9.53,0.1570037488096647,0.9804,1.0
339.0,6.8,570.0,7.5,0.79,0.59,1.7,0.13,1.45,0.33,2.72,0.36,1.0148,1.0
201.0,12.9,433.0,7.8,0.46,0.65,2.5,0.09,1.44,0.2,2.9801108926510342,0.22,1.118,1.0
345.0,7.5,528.0,7.9,0.82,0.65,2.5,0.09,1.44,0.2,2.9801108926510342,0.22,1.118,1.0
333.0,8.3,665.0,7.3,0.3,0.46,7.2,0.27,1.87,0.47,13.38,0.28,0.7912,1.0
351.0,7.0,549.0,7.5,0.37,0.3,6.3,0.21,0.71,0.5,3.11,0.09,0.516,1.0
295.0,14.5,612.0,2.1041341542702074,0.38,0.49,7.54,0.36,2.25,0.69,12.36,0.48,0.8428,1.0
282.0,9.2,676.0,8.0,0.62,0.78,11.46,0.47,7.15,1.02,4.51,0.25,1.3416,1.0
257.0,11.6,433.0,7.4,0.73,0.1,4.22,0.25,3.26,1.24,9.62,0.42,0.172,1.0
270.0,12.1,401.0,7.9,0.36,0.78,8.45,0.21,9.05,0.77,14.55,0.17,1.3416,1.0
289.0,14.5,549.0,7.3,0.64,1.07,11.16,0.34,4.55,0.53,6.32,0.29,1.8404,1.0
301.0,13.6,496.0,7.8,0.6,0.88,8.45,0.51,6.28,1.25,17.54,0.46,1.5136,1.0
295.0,12.5,412.0,7.2,0.37,0.39,6.64,0.27,1.05,1.39,11.58,0.25,0.6708,1.0
276.0,15.4,433.0,7.3,0.63,0.88,5.43,0.33,6.25,0.54,7.54,0.31,1.5136,1.0
326.0,13.4,454.0,7.9,0.51,0.49,7.84,0.28,8.25,0.33,13.02,0.32,0.8428,1.0
270.0,13.8,6.739336627357174,7.5,0.82,0.1,3.32,0.45,1.32,0.78,8.54,0.42,0.172,1.0
289.0,14.7,750.0,2.0918640616783932,0.58,0.68,5.13,0.37,4.51,0.59,11.63,0.31,1.1696,1.0
314.0,8.3,591.0,8.0,0.47,1.07,11.76,0.25,3.25,0.62,2.9714395809849465,0.61,1.8404,1.0
345.0,9.9,507.0,7.9,0.49,0.78,8.45,0.59,7.54,0.37,14.33,0.34,1.3416,1.0
307.0,6.8,370.0,7.3,0.66,0.2,7.24,0.51,6.05,1.36,10.56,0.42,0.344,1.0
339.0,7.5,475.0,7.2,0.88,0.78,4.83,0.34,8.21,1.07,7.54,0.55,1.3416,1.0
314.0,10.3,676.0,7.9,0.39,0.1,3.32,0.28,3.25,1.94,9.36,0.67,0.172,1.0
333.0,12.7,6.787844982309579,7.4,0.42,0.68,5.43,0.34,1.96,2.01,14.52,0.34,1.1696,1.0
351.0,14.3,560.0,7.6,0.37,1.07,8.14,0.28,1.05,0.87,13.26,0.48,1.8404,1.0
358.0,10.1,602.0,7.8,0.32,0.29,9.95,0.33,2.51,0.51,10.85,0.42,0.4988,1.0
301.0,10.3,412.0,7.3,0.77,0.78,4.22,0.52,7.15,0.39,7.54,0.74,1.3416,1.0
326.0,11.8,444.0,7.4,0.4,0.1,8.45,0.48,3.25,0.46,9.55,0.88,0.172,1.0
314.0,8.1,644.0,7.8,0.61,0.88,3.92,0.29,9.02,1.12,8.52,0.29,1.5136,1.0
320.0,8.6,380.0,7.94,0.69,0.29,8.45,0.41,4.15,0.77,4.15,0.5,0.4988,1.0
358.0,12.9,422.0,7.02,0.48,0.68,9.95,0.39,3.22,0.91,6.32,0.65,1.1696,1.0
345.0,13.6,444.0,7.85,0.38,0.1,5.13,0.35,6.21,0.63,12.05,0.34,0.172,1.0
314.0,14.9,359.0,7.04,0.43,0.78,6.33,0.42,4.15,0.54,10.52,0.42,1.3416,1.0
333.0,13.8,401.0,7.62,0.51,0.59,10.56,0.51,2.11,0.71,8.54,0.31,1.0148,1.0
339.0,8.3,380.0,7.67,0.32,0.39,10.26,0.33,8.02,1.25,3.25,0.52,0.6708,1.0
326.0,10.3,507.0,7.88,0.71,0.1,4.52,0.28,3.02,1.09,7.15,0.67,0.172,1.0
351.0,10.7,623.0,7.96,0.51,0.29,8.45,0.22,4.51,0.38,9.06,0.34,0.4988,1.0
301.0,14.3,370.0,7.05,0.95,0.88,5.13,0.34,6.25,1.22,15.32,0.55,1.5136,1.0
251.0,13.2,496.0,7.87,0.4,0.39,10.26,0.29,1.25,0.94,11.56,0.21,0.6708,1.0
326.0,12.7,454.0,7.01,0.42,0.2,6.64,0.43,7.15,0.37,17.32,0.52,0.344,1.0
289.0,16.0,327.0,7.03,0.5,0.49,5.43,0.51,3.02,1.22,10.58,0.74,0.8428,1.0
276.0,2.8507065015037334,454.0,7.91,0.46,1.07,6.33,0.33,4.15,1.06,12.56,0.27,1.8404,1.0
245.0,6.6,475.0,7.02,0.51,0.78,5.13,0.28,3.25,0.93,7.54,0.53,1.3416,1.0
345.0,12.7,412.0,7.44,0.29,0.39,11.76,0.24,8.06,0.57,16.32,0.25,0.6708,1.0
320.0,14.3,465.0,7.58,0.44,0.49,4.52,0.39,6.21,1.22,14.05,0.55,0.8428,1.0
270.0,13.2,422.0,7.32,0.68,0.59,3.92,0.45,1.05,1.05,19.32,0.65,1.0148,1.0
333.0,14.3,507.0,7.43,0.61,0.88,7.24,0.37,1.26,1.37,12.03,0.29,1.5136,2.0
358.0,13.2,444.0,7.8,0.29,0.49,4.52,0.26,5.26,1.25,6.25,0.48,0.8428,2.0
245.0,13.8,391.0,7.01,0.64,0.88,7.84,0.35,1.25,0.96,12.03,0.23,1.5136,1.0
314.0,12.7,591.0,7.51,0.56,0.1,9.65,0.42,3.02,0.53,7.54,0.53,0.172,1.0
307.0,12.9,539.0,7.34,0.85,1.07,4.52,0.53,7.54,1.22,4.51,0.61,1.8404,1.0
326.0,14.9,655.0,7.37,0.87,0.78,7.24,0.47,6.33,0.63,8.22,0.27,1.3416,1.0
320.0,14.3,422.0,7.41,0.42,0.59,3.32,0.25,1.52,1.52,12.05,0.5,1.0148,1.0
345.0,10.5,570.0,7.43,0.42,0.68,5.13,0.36,4.52,1.02,6.32,0.34,1.1696,1.0
307.0,11.6,496.0,7.52,0.93,0.2,8.45,0.54,9.62,0.84,9.33,0.44,0.344,1.0
295.0,2.9,612.0,7.35,0.52,0.39,9.95,0.48,8.05,0.63,15.25,0.32,0.6708,1.0
276.0,10.7,655.0,7.47,0.51,1.07,7.84,0.26,10.22,0.75,14.22,0.4,1.8404,1.0
301.0,12.7,422.0,2.102913897864978,0.57,0.29,4.22,0.35,6.32,1.02,13.25,0.29,0.4988,1.0
282.0,15.6,602.0,7.38,0.82,0.88,8.45,0.29,4.51,0.74,8.54,0.42,1.5136,1.0
295.0,13.4,412.0,7.35,0.7,0.49,9.95,0.22,7.54,0.93,11.25,0.34,0.8428,1.0
326.0,11.8,444.0,8.02,0.75,0.78,7.54,0.57,2.02,1.24,3.045474365448805,0.46,1.3416,1.0
358.0,12.5,581.0,7.42,0.85,0.2,8.14,0.46,1.89,1.05,10.25,0.5,0.344,1.0
314.0,6.6,444.0,7.23,0.28,0.59,4.22,0.35,3.22,0.87,7.54,0.63,1.0148,1.0
301.0,9.4,517.0,2.0918640616783932,0.38,0.1,6.64,0.26,7.54,1.32,6.23,0.8,0.172,1.0
220.0,9.0,454.0,7.29,0.84,0.29,4.52,0.39,4.15,0.84,8.05,0.29,0.4988,1.0
276.0,12.9,401.0,7.35,0.85,0.68,3.92,0.22,3.02,1.28,14.21,0.42,1.1696,1.0
282.0,13.2,433.0,7.34,0.59,0.88,8.45,0.41,8.05,1.36,9.02,0.61,1.5136,1.0
264.0,12.1,560.0,7.9,0.63,0.39,4.22,0.33,3.22,0.75,11.65,0.29,0.6708,1.0
195.0,4.546481189639412,539.0,7.49,0.42,0.59,6.64,0.53,7.12,0.87,4.25,0.53,1.0148,0.0
188.0,4.522874943261261,444.0,7.34,0.43,0.2,7.84,0.34,6.33,1.25,9.6,0.27,0.344,0.0
226.0,4.498697941477575,422.0,7.37,0.62,0.49,4.52,0.57,9.21,1.36,13.52,0.42,0.8428,1.0
213.0,4.56954300834494,729.0,7.41,0.38,1.07,5.73,0.49,6.3,1.27,6.21,0.32,1.8404,1.0
201.0,4.498697941477575,454.0,7.43,0.53,0.78,6.94,0.55,8.21,2.01,7.54,0.17,1.3416,1.0
207.0,4.341204640153626,465.0,7.52,0.69,0.68,4.22,0.38,4.56,0.54,3.25,0.5,1.1696,1.0
264.0,12.1,7.352441100243583,7.9,0.63,0.39,4.22,0.33,3.22,0.75,11.65,0.29,0.6708,1.0
220.0,4.810557015713042,760.0,7.35,0.67,0.68,7.54,0.42,7.02,0.96,8.05,0.25,1.1696,1.0
276.0,4.546481189639412,486.0,7.47,0.41,0.49,3.92,0.28,3.85,1.25,11.03,0.42,0.8428,1.0
226.0,4.635699391022914,612.0,2.102913897864978,0.63,0.68,6.64,0.49,8.05,1.45,6.05,0.25,1.1696,1.0
207.0,4.546481189639412,813.0,7.38,0.34,0.1,4.52,0.52,6.96,0.74,9.21,0.29,0.172,1.0
270.0,4.736198448394496,655.0,7.35,0.39,0.59,9.95,0.45,7.41,1.32,8.12,0.46,1.0148,1.0
295.0,4.677490847567717,644.0,8.02,0.42,0.49,4.52,0.33,8.02,1.96,12.36,0.36,0.8428,1.0
238.0,4.422448549172797,412.0,7.42,0.72,0.88,6.64,0.5,4.58,2.05,6.35,0.69,1.5136,1.0
207.0,4.546481189639412,444.0,7.23,0.49,0.39,4.22,0.41,9.63,1.54,11.06,0.53,0.6708,1.0
182.0,4.522874943261261,465.0,2.0918640616783932,0.68,0.29,5.13,0.39,4.21,2.06,7.35,0.4,0.4988,0.0
232.0,4.473921899378137,665.0,7.29,0.75,0.1,7.84,0.48,7.53,0.75,15.21,0.55,0.172,1.0
289.0,4.677490847567717,475.0,7.35,0.43,0.88,3.62,0.52,6.3,0.48,6.03,0.34,1.5136,1.0
195.0,4.8283137373023015,507.0,7.34,0.56,1.27,6.33,0.41,7.04,0.9,4.52,0.48,2.1844,2.0
207.0,4.677490847567717,391.0,7.29,0.58,0.59,4.52,0.27,8.62,1.25,12.32,0.23,1.0148,1.0
238.0,4.592084946439436,623.0,7.28,0.44,0.1,5.73,0.37,4.51,1.47,5.03,0.27,0.172,1.0
201.0,4.736198448394496,834.0,7.25,0.43,1.07,6.64,0.54,8.35,0.68,9.65,0.5,1.8404,1.0
345.0,4.56954300834494,422.0,7.37,0.62,0.2,5.43,0.48,7.05,0.6,6.32,0.34,0.344,2.0
238.0,4.635699391022914,454.0,7.41,0.46,0.88,4.22,0.52,6.51,0.53,11.05,0.21,1.5136,1.0
201.0,4.6568134191399295,444.0,7.28,0.43,0.39,7.84,0.32,9.53,1.05,15.47,0.32,0.6708,1.0
232.0,4.592084946439436,454.0,7.45,0.44,0.59,3.92,0.24,4.51,0.68,3.05,0.5,1.0148,1.0
314.0,4.422448549172797,486.0,7.41,0.8,0.68,7.54,0.51,7.63,1.36,12.06,0.25,1.1696,2.0
195.0,4.546481189639412,813.0,7.33,0.74,0.29,4.22,0.38,3.52,1.89,11.48,0.4,0.4988,0.0
226.0,4.522874943261261,655.0,7.29,0.72,0.1,6.64,0.5,8.05,0.54,14.21,0.4,0.172,1.0
238.0,4.736198448394496,708.0,7.43,0.59,0.88,5.13,0.46,9.26,0.63,6.05,0.55,1.5136,1.0
182.0,4.498697941477575,454.0,7.55,0.48,0.68,6.94,0.32,4.15,1.02,7.15,0.67,1.1696,0.0
182.0,4.522874943261261,697.0,7.38,0.83,0.39,5.43,0.44,7.52,1.98,15.23,0.52,0.6708,0.0
213.0,4.677490847567717,612.0,7.37,0.45,0.39,5.43,0.44,7.52,1.98,15.23,0.52,0.6708,1.0
226.0,4.473921899378137,708.0,7.34,0.39,0.88,9.65,0.46,3.5,0.45,13.56,0.34,1.5136,1.0
213.0,4.792479284293085,623.0,7.41,0.42,0.49,4.52,0.59,6.53,0.86,3.56,0.55,0.8428,1.0
333.0,10.7,444.0,7.43,0.73,0.49,4.52,0.59,6.53,0.86,3.56,0.55,0.8428,1.0
238.0,7.7,454.0,7.41,0.88,0.29,4.22,0.38,7.05,1.02,7.02,0.69,0.4988,0.0
201.0,9.4,697.0,7.4,0.51,1.17,5.43,0.26,4.35,1.63,9.54,0.53,2.0124,0.0
195.0,9.2,454.0,7.52,0.49,0.88,6.64,0.38,8.36,0.34,4.02,0.32,1.5136,0.0
270.0,8.1,444.0,7.55,0.53,0.29,4.22,0.63,7.02,1.96,11.56,0.29,0.4988,1.0
195.0,8.8,454.0,7.47,0.53,1.07,5.13,0.4,4.96,2.01,3.2,0.53,1.8404,0.0
213.0,10.7,771.0,7.29,0.52,0.68,5.73,0.49,8.51,0.75,15.62,0.36,1.1696,0.0
201.0,8.3,697.0,7.48,0.81,0.2,6.64,0.53,5.6,0.86,11.3,0.63,0.344,0.0
232.0,10.7,760.0,7.35,0.53,0.49,3.92,0.42,9.05,1.32,9.32,0.5,0.8428,0.0
226.0,9.2,454.0,7.44,0.76,0.59,6.64,0.5,6.35,1.5,5.21,0.25,1.0148,0.0
257.0,7.5,444.0,7.47,0.49,0.98,5.43,0.37,7.41,0.8,11.05,0.32,1.6856,0.0
245.0,8.3,507.0,7.42,0.71,1.27,6.33,0.61,8.05,1.32,6.32,0.29,2.1844,0.0
245.0,11.4,549.0,7.65,0.49,1.07,4.22,0.59,4.05,1.87,9.54,0.42,1.8404,0.0
264.0,9.0,486.0,7.24,0.47,0.59,9.95,0.29,9.35,1.23,11.65,0.34,1.0148,1.0
276.0,9.2,370.0,7.62,0.62,0.59,9.95,0.29,9.35,1.23,11.65,0.34,1.0148,1.0
320.0,13.8,391.0,7.38,0.65,0.68,7.54,0.38,5.41,0.89,9.05,0.63,1.1696,2.0
264.0,10.3,475.0,7.49,0.74,0.1,5.13,0.51,5.8,0.51,7.32,0.21,0.172,0.0
333.0,14.9,422.0,2.1114245875328868,0.48,1.17,3.32,0.6,7.62,1.02,11.65,0.29,2.0124,2.0
295.0,14.5,612.0,2.128231705849268,0.38,0.39,6.94,0.39,6.23,0.63,9.06,0.5,0.6708,1.0
282.0,9.2,676.0,7.95,0.62,0.59,5.43,0.44,4.12,1.32,11.41,0.34,1.0148,1.0
257.0,11.6,433.0,7.58,0.73,0.29,4.22,0.29,3.25,2.1,6.5,0.23,0.4988,0.0
270.0,12.1,401.0,7.47,0.36,0.78,6.64,0.37,5.21,0.86,13.05,0.48,1.3416,1.0
289.0,14.5,549.0,7.18,0.64,0.1,3.92,0.41,7.15,0.75,6.03,0.36,0.172,1.0
301.0,13.6,496.0,7.2,0.6,0.59,8.75,0.59,3.52,1.09,12.05,0.42,1.0148,1.0
295.0,12.5,412.0,7.12,0.37,0.2,4.22,0.36,8.02,1.33,9.21,0.34,0.344,1.0
276.0,15.4,433.0,7.01,0.63,1.17,6.94,0.51,9.06,0.45,4.51,0.63,2.0124,1.0
326.0,13.4,454.0,7.13,0.51,0.88,5.13,0.29,4.85,0.78,9.32,0.27,1.5136,2.0
270.0,13.8,6.739336627357174,7.0,0.82,0.1,5.73,0.48,3.06,0.61,10.58,0.5,0.172,1.0
289.0,14.7,750.0,7.01,0.58,0.29,6.33,0.63,8.35,1.53,13.02,0.34,0.4988,1.0
314.0,8.3,591.0,7.0,0.47,0.68,10.86,0.44,4.6,1.96,6.57,0.55,1.1696,1.0
345.0,9.9,507.0,7.0,0.49,0.1,7.24,0.5,6.32,1.55,9.03,0.21,0.172,1.0
307.0,6.8,370.0,7.02,0.66,0.2,5.43,0.68,4.88,0.52,8.51,0.25,0.344,1.0
339.0,7.5,475.0,7.0,0.88,0.98,6.94,0.54,7.15,0.39,10.59,0.34,1.6856,1.0
314.0,10.3,676.0,7.03,0.39,1.07,5.43,0.39,6.23,0.47,2.69,0.5,1.8404,1.0
333.0,12.7,6.787844982309579,7.1,0.42,0.88,6.33,0.75,4.96,1.08,12.03,0.59,1.5136,2.0
351.0,14.3,560.0,7.82,0.37,0.39,5.13,0.36,5.51,1.55,9.65,0.27,0.6708,2.0
358.0,10.1,602.0,7.01,0.32,0.68,8.75,0.42,9.23,2.04,14.52,0.55,1.1696,1.0
301.0,10.3,412.0,7.0,0.77,0.98,9.65,0.66,4.53,0.96,10.63,0.5,1.6856,1.0
326.0,11.8,444.0,7.33,0.4,0.1,4.22,0.51,9.03,0.54,6.58,0.67,0.172,2.0
314.0,8.1,644.0,7.41,0.61,0.29,7.54,0.27,4.59,1.05,4.51,0.32,0.4988,1.0
320.0,8.6,380.0,7.94,0.69,0.98,3.92,0.48,7.63,1.78,9.3,0.55,1.6856,1.0
358.0,12.9,422.0,7.02,0.48,1.27,5.43,0.29,3.56,0.63,11.56,0.42,2.1844,2.0
345.0,13.6,444.0,7.85,0.38,0.1,6.33,0.35,8.54,1.02,9.64,0.65,0.172,2.0
314.0,14.9,359.0,7.04,0.43,0.68,5.13,0.17,6.11,0.93,3.74,0.21,1.1696,2.0
333.0,13.8,401.0,7.62,0.51,0.49,3.92,0.26,3.05,1.03,9.05,0.34,0.8428,2.0
339.0,8.3,380.0,7.67,0.32,0.88,5.13,0.33,7.96,1.65,12.47,0.44,1.5136,1.0
326.0,10.3,507.0,7.88,0.71,0.39,8.75,0.21,8.63,2.01,8.63,0.32,0.6708,1.0
351.0,10.7,623.0,7.96,0.51,0.29,7.24,0.36,4.69,0.69,11.03,0.69,0.4988,1.0
264.0,9.0,486.0,7.24,0.47,0.1,3.92,0.35,8.26,0.45,7.98,0.4,0.172,1.0
276.0,9.2,370.0,7.62,0.62,0.49,6.64,0.42,3.57,0.63,6.48,0.32,0.8428,1.0
320.0,13.8,391.0,7.38,0.65,1.07,5.43,0.58,4.58,1.02,13.25,0.53,1.8404,2.0
264.0,10.3,475.0,7.49,0.74,0.88,10.56,0.45,7.36,1.87,10.63,0.63,1.5136,0.0
